time,kinetic_energy_pp,potential_energy_pp,total_energy_pp,temperature,velo_autocor,diffusion_coef
0.5448,0.980119,0.500428,1.48055,0.653413,-0.242537,-8.08483e-06
0.5449,0.980358,0.500189,1.48055,0.653572,-0.242441,-8.08164e-06
0.545,0.980599,0.499947,1.48055,0.653733,-0.242346,-8.07846e-06
0.5451,0.980843,0.499704,1.48055,0.653895,-0.24225,-8.07527e-06
0.5452,0.981089,0.499457,1.48055,0.65406,-0.242155,-8.07209e-06
0.5453,0.981338,0.499209,1.48055,0.654225,-0.24206,-8.06892e-06
0.5454,0.98159,0.498956,1.48055,0.654393,-0.241964,-8.06574e-06
0.5455,0.981845,0.498701,1.48055,0.654563,-0.241868,-8.06255e-06
0.5456,0.982102,0.498444,1.48055,0.654735,-0.241773,-8.05936e-06
0.5457,0.982361,0.498185,1.48055,0.654907,-0.241677,-8.05618e-06
0.5458,0.982623,0.497923,1.48055,0.655082,-0.241582,-8.05301e-06
0.5459,0.982887,0.497659,1.48055,0.655258,-0.241487,-8.04984e-06
0.546,0.983153,0.497394,1.48055,0.655435,-0.241392,-8.04667e-06
0.5461,0.983421,0.497125,1.48055,0.655614,-0.241297,-8.04351e-06
0.5462,0.983691,0.496855,1.48055,0.655794,-0.241203,-8.04036e-06
0.5463,0.983963,0.496583,1.48055,0.655975,-0.241108,-8.03721e-06
0.5464,0.984238,0.496309,1.48055,0.656158,-0.241014,-8.03406e-06
0.5465,0.984514,0.496032,1.48055,0.656343,-0.240919,-8.03092e-06
0.5466,0.984793,0.495753,1.48055,0.656528,-0.240825,-8.02778e-06
0.5467,0.985073,0.495473,1.48055,0.656716,-0.240731,-8.02465e-06
0.5468,0.985356,0.49519,1.48055,0.656904,-0.240637,-8.02152e-06
0.5469,0.985641,0.494905,1.48055,0.657094,-0.240544,-8.01839e-06
0.547,0.985928,0.494618,1.48055,0.657285,-0.24045,-8.01527e-06
0.5471,0.986217,0.494329,1.48055,0.657478,-0.240356,-8.01214e-06
0.5472,0.98651,0.494036,1.48055,0.657673,-0.240262,-8.00901e-06
0.5473,0.986806,0.493741,1.48055,0.65787,-0.240168,-8.00588e-06
0.5474,0.987104,0.493443,1.48055,0.658069,-0.240075,-8.00275e-06
0.5475,0.987404,0.493142,1.48055,0.658269,-0.239981,-7.99963e-06
0.5476,0.987706,0.49284,1.48055,0.658471,-0.239887,-7.99651e-06
0.5477,0.988011,0.492536,1.48055,0.658674,-0.239794,-7.99339e-06
0.5478,0.988317,0.49223,1.48055,0.658878,-0.2397,-7.99028e-06
0.5479,0.988625,0.491922,1.48055,0.659083,-0.239607,-7.98718e-06
0.548,0.988935,0.491611,1.48055,0.65929,-0.239514,-7.98407e-06
0.5481,0.989247,0.491299,1.48055,0.659498,-0.239421,-7.98097e-06
0.5482,0.989561,0.490985,1.48055,0.659707,-0.239328,-7.97788e-06
0.5483,0.989877,0.49067,1.48055,0.659918,-0.239236,-7.97479e-06
0.5484,0.990195,0.490352,1.48055,0.66013,-0.239143,-7.9717e-06
0.5485,0.990514,0.490032,1.48055,0.660343,-0.23905,-7.96862e-06
0.5486,0.990836,0.489711,1.48055,0.660557,-0.238958,-7.96553e-06
0.5487,0.991159,0.489388,1.48055,0.660773,-0.238866,-7.96246e-06
0.5488,0.991484,0.489062,1.48055,0.660989,-0.238774,-7.95939e-06
0.5489,0.991811,0.488735,1.48055,0.661207,-0.238682,-7.95632e-06
0.549,0.99214,0.488407,1.48055,0.661427,-0.23859,-7.95325e-06
0.5491,0.99247,0.488076,1.48055,0.661647,-0.238498,-7.95019e-06
0.5492,0.992803,0.487744,1.48055,0.661869,-0.238406,-7.94713e-06
0.5493,0.993137,0.487409,1.48055,0.662091,-0.238314,-7.94407e-06
0.5494,0.993473,0.487073,1.48055,0.662315,-0.238223,-7.94102e-06
0.5495,0.993811,0.486736,1.48055,0.66254,-0.238131,-7.93797e-06
0.5496,0.99415,0.486396,1.48055,0.662767,-0.23804,-7.93493e-06
0.5497,0.994491,0.486055,1.48055,0.662994,-0.237949,-7.93188e-06
0.5498,0.994834,0.485712,1.48055,0.663223,-0.237857,-7.92884e-06
0.5499,0.995179,0.485368,1.48055,0.663452,-0.237766,-7.92581e-06
0.55,0.995525,0.485021,1.48055,0.663683,-0.237675,-7.92278e-06
0.5501,0.995874,0.484673,1.48055,0.663916,-0.237585,-7.91975e-06
0.5502,0.996225,0.484322,1.48055,0.66415,-0.237494,-7.91674e-06
0.5503,0.996577,0.483969,1.48055,0.664385,-0.237405,-7.91375e-06
0.5504,0.996932,0.483615,1.48055,0.664621,-0.237315,-7.91076e-06
0.5505,0.997288,0.483259,1.48055,0.664859,-0.237225,-7.90778e-06
0.5506,0.997645,0.482901,1.48055,0.665097,-0.237136,-7.9048e-06
0.5507,0.998005,0.482542,1.48055,0.665336,-0.237047,-7.90182e-06
0.5508,0.998365,0.482181,1.48055,0.665577,-0.236957,-7.89884e-06
0.5509,0.998728,0.481819,1.48055,0.665819,-0.236868,-7.89587e-06
0.551,0.999092,0.481455,1.48055,0.666061,-0.236779,-7.89289e-06
0.5511,0.999457,0.481089,1.48055,0.666305,-0.23669,-7.88993e-06
0.5512,0.999824,0.480722,1.48055,0.666549,-0.236601,-7.88696e-06
0.5513,1.00019,0.480354,1.48055,0.666795,-0.236512,-7.884e-06
0.5514,1.00056,0.479984,1.48055,0.667041,-0.236423,-7.88103e-06
0.5515,1.00093,0.479613,1.48055,0.667289,-0.236334,-7.87808e-06
0.5516,1.00131,0.47924,1.48055,0.667538,-0.236246,-7.87512e-06
0.5517,1.00168,0.478866,1.48055,0.667787,-0.236157,-7.87217e-06
0.5518,1.00206,0.47849,1.48055,0.668038,-0.236069,-7.86922e-06
0.5519,1.00243,0.478113,1.48055,0.668289,-0.23598,-7.86627e-06
0.552,1.00281,0.477735,1.48055,0.668541,-0.235892,-7.86332e-06
0.5521,1.00319,0.477355,1.48055,0.668794,-0.235803,-7.86037e-06
0.5522,1.00357,0.476974,1.48055,0.669049,-0.235715,-7.85743e-06
0.5523,1.00396,0.476591,1.48055,0.669304,-0.235627,-7.85449e-06
0.5524,1.00434,0.476207,1.48055,0.669559,-0.235539,-7.85155e-06
0.5525,1.00472,0.475822,1.48055,0.669816,-0.23545,-7.84861e-06
0.5526,1.00511,0.475436,1.48055,0.670074,-0.235362,-7.84568e-06
0.5527,1.0055,0.475048,1.48055,0.670332,-0.235274,-7.84274e-06
0.5528,1.00589,0.474659,1.48055,0.670591,-0.235186,-7.83981e-06
0.5529,1.00628,0.474269,1.48055,0.670851,-0.235098,-7.83688e-06
0.553,1.00667,0.473878,1.48055,0.671112,-0.235011,-7.83395e-06
0.5531,1.00706,0.473485,1.48055,0.671374,-0.234923,-7.83102e-06
0.5532,1.00745,0.473092,1.48055,0.671636,-0.234835,-7.82809e-06
0.5533,1.00785,0.472697,1.48055,0.6719,-0.234747,-7.82517e-06
0.5534,1.00825,0.472301,1.48055,0.672164,-0.234659,-7.82224e-06
0.5535,1.00864,0.471904,1.48055,0.672428,-0.234572,-7.81932e-06
0.5536,1.00904,0.471505,1.48055,0.672694,-0.234484,-7.8164e-06
0.5537,1.00944,0.471106,1.48055,0.67296,-0.234397,-7.81348e-06
0.5538,1.00984,0.470705,1.48055,0.673228,-0.234309,-7.81057e-06
0.5539,1.01024,0.470303,1.48055,0.673496,-0.234222,-7.80765e-06
0.554,1.01065,0.4699,1.48055,0.673764,-0.234134,-7.80474e-06
0.5541,1.01105,0.469496,1.48055,0.674033,-0.234047,-7.80183e-06
0.5542,1.01146,0.469091,1.48055,0.674303,-0.23396,-7.79892e-06
0.5543,1.01186,0.468685,1.48055,0.674574,-0.233872,-7.79601e-06
0.5544,1.01227,0.468278,1.48055,0.674845,-0.233785,-7.7931e-06
0.5545,1.01268,0.46787,1.48055,0.675117,-0.233698,-7.79019e-06
0.5546,1.01309,0.467461,1.48055,0.67539,-0.233611,-7.78729e-06
0.5547,1.0135,0.467051,1.48055,0.675664,-0.233524,-7.7844e-06
0.5548,1.01391,0.46664,1.48055,0.675938,-0.233437,-7.7815e-06
0.5549,1.01432,0.466228,1.48055,0.676212,-0.23335,-7.77861e-06
0.555,1.01473,0.465815,1.48055,0.676487,-0.233264,-7.77572e-06
0.5551,1.01514,0.465402,1.48055,0.676763,-0.233177,-7.77282e-06
0.5552,1.01556,0.464987,1.48055,0.67704,-0.23309,-7.76993e-06
0.5553,1.01597,0.464572,1.48055,0.677316,-0.233003,-7.76704e-06
0.5554,1.01639,0.464156,1.48055,0.677594,-0.232917,-7.76415e-06
0.5555,1.01681,0.463739,1.48055,0.677872,-0.23283,-7.76126e-06
0.5556,1.01723,0.463321,1.48055,0.67815,-0.232743,-7.75837e-06
0.5557,1.01764,0.462903,1.48055,0.678429,-0.232657,-7.75548e-06
0.5558,1.01806,0.462484,1.48055,0.678708,-0.23257,-7.75258e-06
0.5559,1.01848,0.462064,1.48055,0.678988,-0.232483,-7.74969e-06
0.556,1.0189,0.461644,1.48055,0.679268,-0.232396,-7.7468e-06
0.5561,1.01932,0.461223,1.48055,0.679549,-0.23231,-7.74391e-06
0.5562,1.01974,0.460802,1.48055,0.67983,-0.232223,-7.74102e-06
0.5563,1.02017,0.460379,1.48055,0.680111,-0.232136,-7.73812e-06
0.5564,1.02059,0.459957,1.48055,0.680393,-0.232049,-7.73523e-06
0.5565,1.02101,0.459533,1.48055,0.680675,-0.231962,-7.73234e-06
0.5566,1.02144,0.459109,1.48055,0.680958,-0.231875,-7.72944e-06
0.5567,1.02186,0.458685,1.48055,0.681241,-0.231789,-7.72655e-06
0.5568,1.02229,0.45826,1.48055,0.681524,-0.231702,-7.72365e-06
0.5569,1.02271,0.457835,1.48055,0.681808,-0.231615,-7.72075e-06
0.557,1.02314,0.457409,1.48055,0.682092,-0.231528,-7.71786e-06
0.5571,1.02356,0.456982,1.48055,0.682376,-0.231441,-7.71496e-06
0.5572,1.02399,0.456556,1.48055,0.68266,-0.231354,-7.71206e-06
0.5573,1.02442,0.456129,1.48055,0.682945,-0.231267,-7.70916e-06
0.5574,1.02485,0.455701,1.48055,0.68323,-0.23118,-7.70626e-06
0.5575,1.02527,0.455273,1.48055,0.683516,-0.231093,-7.70335e-06
0.5576,1.02571,0.454837,1.48054,0.683804,-0.231006,-7.70046e-06
0.5577,1.02614,0.4544,1.48054,0.684095,-0.230919,-7.69757e-06
0.5578,1.02658,0.453963,1.48054,0.684386,-0.230833,-7.69468e-06
0.5579,1.02702,0.453526,1.48054,0.684678,-0.230746,-7.69179e-06
0.558,1.02745,0.453089,1.48054,0.684969,-0.230659,-7.68889e-06
0.5581,1.02789,0.452651,1.48054,0.685261,-0.230572,-7.686e-06
0.5582,1.02833,0.452213,1.48054,0.685553,-0.230485,-7.6831e-06
0.5583,1.02877,0.451774,1.48054,0.685845,-0.230398,-7.6802e-06
0.5584,1.02921,0.451336,1.48054,0.686138,-0.230311,-7.6773e-06
0.5585,1.02965,0.450897,1.48054,0.68643,-0.230224,-7.6744e-06
0.5586,1.03008,0.450459,1.48054,0.686723,-0.230137,-7.6715e-06
0.5587,1.03052,0.45002,1.48054,0.687015,-0.23005,-7.66859e-06
0.5588,1.03096,0.449581,1.48054,0.687308,-0.229963,-7.66568e-06
0.5589,1.0314,0.449142,1.48054,0.687601,-0.229876,-7.66277e-06
0.559,1.03184,0.448702,1.48054,0.687894,-0.229789,-7.65988e-06
0.5591,1.03228,0.448262,1.48054,0.688187,-0.229702,-7.657e-06
0.5592,1.03272,0.447822,1.48054,0.688481,-0.229616,-7.65411e-06
0.5593,1.03316,0.447381,1.48054,0.688774,-0.229529,-7.65123e-06
0.5594,1.0336,0.446941,1.48054,0.689068,-0.229442,-7.64834e-06
0.5595,1.03404,0.446501,1.48054,0.689361,-0.229356,-7.64545e-06
0.5596,1.03448,0.446061,1.48054,0.689655,-0.229269,-7.64255e-06
0.5597,1.03492,0.44562,1.48054,0.689948,-0.229182,-7.63965e-06
0.5598,1.03536,0.44518,1.48054,0.690242,-0.229095,-7.63676e-06
0.5599,1.0358,0.444741,1.48054,0.690535,-0.229008,-7.63385e-06
0.56,1.03624,0.444301,1.48054,0.690828,-0.228921,-7.63095e-06
0.5601,1.03668,0.443861,1.48054,0.691121,-0.228834,-7.62804e-06
0.5602,1.03712,0.443422,1.48054,0.691414,-0.228746,-7.62513e-06
0.5603,1.03756,0.442982,1.48054,0.691707,-0.228659,-7.62222e-06
0.5604,1.038,0.442543,1.48054,0.692,-0.228571,-7.6193e-06
0.5605,1.03844,0.442105,1.48054,0.692292,-0.228484,-7.61638e-06
0.5606,1.03888,0.441666,1.48054,0.692585,-0.228396,-7.61346e-06
0.5607,1.03931,0.441228,1.48054,0.692877,-0.228308,-7.61053e-06
0.5608,1.03975,0.44079,1.48054,0.693169,-0.228221,-7.6076e-06
0.5609,1.04019,0.440352,1.48054,0.69346,-0.228133,-7.60467e-06
0.561,1.04063,0.439915,1.48054,0.693752,-0.228044,-7.60174e-06
0.5611,1.04106,0.439478,1.48054,0.694043,-0.227956,-7.5988e-06
0.5612,1.0415,0.439041,1.48054,0.694334,-0.227868,-7.59586e-06
0.5613,1.04194,0.438605,1.48054,0.694625,-0.22778,-7.59291e-06
0.5614,1.04237,0.438169,1.48054,0.694916,-0.227691,-7.58996e-06
0.5615,1.04281,0.437734,1.48054,0.695206,-0.227603,-7.58701e-06
0.5616,1.04324,0.437299,1.48054,0.695496,-0.227514,-7.58405e-06
0.5617,1.04368,0.436865,1.48054,0.695785,-0.227425,-7.58109e-06
0.5618,1.04411,0.436431,1.48054,0.696075,-0.227336,-7.57813e-06
0.5619,1.04455,0.435997,1.48054,0.696364,-0.227247,-7.57516e-06
0.562,1.04498,0.435565,1.48054,0.696652,-0.227158,-7.57219e-06
0.5621,1.04541,0.435132,1.48054,0.69694,-0.227069,-7.56921e-06
0.5622,1.04584,0.434701,1.48054,0.697228,-0.226979,-7.56623e-06
0.5623,1.04627,0.43427,1.48054,0.697516,-0.22689,-7.56325e-06
0.5624,1.0467,0.433839,1.48054,0.697803,-0.2268,-7.56025e-06
0.5625,1.04714,0.433408,1.48054,0.698091,-0.22671,-7.55724e-06
0.5626,1.04757,0.432977,1.48054,0.698378,-0.226619,-7.55423e-06
0.5627,1.048,0.432546,1.48054,0.698665,-0.226529,-7.55122e-06
0.5628,1.04843,0.432117,1.48054,0.698951,-0.226438,-7.5482e-06
0.5629,1.04886,0.431688,1.48054,0.699237,-0.226348,-7.54517e-06
0.563,1.04928,0.431259,1.48054,0.699523,-0.226257,-7.54214e-06
0.5631,1.04971,0.430829,1.48054,0.699809,-0.226166,-7.53912e-06
0.5632,1.05014,0.4304,1.48054,0.700095,-0.226076,-7.53611e-06
0.5633,1.05057,0.429972,1.48054,0.700381,-0.225985,-7.5331e-06
0.5634,1.051,0.429544,1.48054,0.700666,-0.225895,-7.53008e-06
0.5635,1.05143,0.429118,1.48054,0.70095,-0.225804,-7.52706e-06
0.5636,1.05185,0.428692,1.48054,0.701234,-0.225713,-7.52403e-06
0.5637,1.05228,0.428266,1.48054,0.701518,-0.225622,-7.52099e-06
0.5638,1.0527,0.427842,1.48054,0.701801,-0.225531,-7.51794e-06
0.5639,1.05313,0.427418,1.48054,0.702083,-0.225439,-7.51489e-06
0.564,1.05355,0.426995,1.48054,0.702365,-0.225347,-7.51183e-06
0.5641,1.05397,0.426574,1.48054,0.702647,-0.225255,-7.50876e-06
0.5642,1.05439,0.426153,1.48054,0.702927,-0.225163,-7.50569e-06
0.5643,1.05481,0.425733,1.48054,0.703207,-0.225071,-7.50261e-06
0.5644,1.05523,0.425314,1.48054,0.703486,-0.224978,-7.49952e-06
0.5645,1.05565,0.424897,1.48054,0.703765,-0.224886,-7.49644e-06
0.5646,1.05606,0.42448,1.48054,0.704042,-0.224793,-7.49334e-06
0.5647,1.05648,0.424064,1.48054,0.704319,-0.2247,-7.49024e-06
0.5648,1.05689,0.42365,1.48054,0.704596,-0.224607,-7.48713e-06
0.5649,1.05731,0.423236,1.48054,0.704871,-0.224513,-7.48402e-06
0.565,1.05772,0.422824,1.48054,0.705146,-0.22442,-7.4809e-06
0.5651,1.05813,0.422413,1.48054,0.70542,-0.224326,-7.47778e-06
0.5652,1.05854,0.422003,1.48054,0.705693,-0.224232,-7.47465e-06
0.5653,1.05895,0.421594,1.48055,0.705967,-0.224138,-7.4715e-06
0.5654,1.05936,0.421182,1.48055,0.706242,-0.224043,-7.46834e-06
0.5655,1.05977,0.420772,1.48055,0.706516,-0.223948,-7.46518e-06
0.5656,1.06018,0.420362,1.48055,0.706789,-0.223853,-7.46201e-06
0.5657,1.06059,0.419954,1.48055,0.707061,-0.223758,-7.45883e-06
0.5658,1.061,0.419546,1.48055,0.707333,-0.223662,-7.45565e-06
0.5659,1.06141,0.41914,1.48055,0.707604,-0.223566,-7.45246e-06
0.566,1.06181,0.418735,1.48055,0.707874,-0.22347,-7.44926e-06
0.5661,1.06221,0.418331,1.48055,0.708143,-0.223374,-7.44604e-06
0.5662,1.06262,0.417929,1.48055,0.708411,-0.223277,-7.44281e-06
0.5663,1.06302,0.417528,1.48055,0.708679,-0.22318,-7.43958e-06
0.5664,1.06342,0.417128,1.48055,0.708945,-0.223083,-7.43634e-06
0.5665,1.06382,0.41673,1.48055,0.709211,-0.222985,-7.43309e-06
0.5666,1.06421,0.416333,1.48055,0.709476,-0.222888,-7.42984e-06
0.5667,1.06461,0.415937,1.48055,0.709739,-0.22279,-7.42658e-06
0.5668,1.065,0.415542,1.48055,0.710002,-0.222692,-7.42331e-06
0.5669,1.0654,0.415149,1.48055,0.710265,-0.222594,-7.42004e-06
0.567,1.06579,0.414757,1.48055,0.710526,-0.222496,-7.41677e-06
0.5671,1.06618,0.414366,1.48055,0.710786,-0.222397,-7.41348e-06
0.5672,1.06657,0.413977,1.48055,0.711046,-0.222298,-7.41019e-06
0.5673,1.06696,0.41359,1.48055,0.711304,-0.222199,-7.40689e-06
0.5674,1.06734,0.413204,1.48055,0.711561,-0.2221,-7.40359e-06
0.5675,1.06773,0.412819,1.48055,0.711818,-0.222001,-7.40028e-06
0.5676,1.06811,0.412436,1.48055,0.712073,-0.221902,-7.39697e-06
0.5677,1.06849,0.412054,1.48055,0.712328,-0.221802,-7.39366e-06
0.5678,1.06887,0.411673,1.48055,0.712582,-0.221702,-7.39033e-06
0.5679,1.06925,0.411294,1.48055,0.712835,-0.221602,-7.38699e-06
0.568,1.06963,0.410916,1.48055,0.713086,-0.221502,-7.38365e-06
0.5681,1.07001,0.41054,1.48055,0.713337,-0.221401,-7.38029e-06
0.5682,1.07038,0.410165,1.48055,0.713587,-0.221301,-7.37693e-06
0.5683,1.07075,0.409793,1.48055,0.713835,-0.2212,-7.37357e-06
0.5684,1.07112,0.409422,1.48055,0.714083,-0.221098,-7.37019e-06
0.5685,1.07149,0.409052,1.48055,0.714329,-0.220997,-7.3668e-06
0.5686,1.07186,0.408685,1.48055,0.714574,-0.220895,-7.36341e-06
0.5687,1.07223,0.408319,1.48055,0.714818,-0.220793,-7.36001e-06
0.5688,1.07259,0.407955,1.48055,0.71506,-0.220691,-7.3566e-06
0.5689,1.07295,0.407593,1.48055,0.715302,-0.220588,-7.35318e-06
0.569,1.07331,0.407233,1.48055,0.715542,-0.220485,-7.34976e-06
0.5691,1.07367,0.406875,1.48055,0.715781,-0.220382,-7.34632e-06
0.5692,1.07403,0.406518,1.48055,0.716018,-0.220279,-7.34288e-06
0.5693,1.07438,0.406163,1.48055,0.716255,-0.220176,-7.33943e-06
0.5694,1.07474,0.40581,1.48055,0.71649,-0.220072,-7.33597e-06
0.5695,1.07509,0.40546,1.48055,0.716724,-0.219968,-7.3325e-06
0.5696,1.07543,0.405111,1.48055,0.716957,-0.219863,-7.32902e-06
0.5697,1.07578,0.404764,1.48055,0.717188,-0.219759,-7.32553e-06
0.5698,1.07613,0.404418,1.48055,0.717418,-0.219654,-7.32204e-06
0.5699,1.07647,0.404075,1.48055,0.717647,-0.219549,-7.31853e-06
0.57,1.07681,0.403734,1.48055,0.717874,-0.219443,-7.31502e-06
0.5701,1.07715,0.403395,1.48055,0.7181,-0.219338,-7.3115e-06
0.5702,1.07749,0.403058,1.48055,0.718325,-0.219232,-7.30797e-06
0.5703,1.07782,0.402723,1.48055,0.718549,-0.219125,-7.30443e-06
0.5704,1.07816,0.402388,1.48055,0.718771,-0.219019,-7.30088e-06
0.5705,1.07849,0.402056,1.48055,0.718993,-0.218912,-7.29731e-06
0.5706,1.07882,0.401725,1.48055,0.719213,-0.218805,-7.29374e-06
0.5707,1.07915,0.401397,1.48055,0.719432,-0.218697,-7.29016e-06
0.5708,1.07947,0.401071,1.48055,0.71965,-0.21859,-7.28657e-06
0.5709,1.0798,0.400746,1.48055,0.719866,-0.218482,-7.28297e-06
0.571,1.08012,0.400424,1.48055,0.72008,-0.218373,-7.27936e-06
0.5711,1.08044,0.400104,1.48055,0.720294,-0.218265,-7.27574e-06
0.5712,1.08076,0.399787,1.48055,0.720506,-0.218156,-7.27211e-06
0.5713,1.08107,0.399471,1.48055,0.720716,-0.218047,-7.26847e-06
0.5714,1.08139,0.399158,1.48055,0.720925,-0.217937,-7.26482e-06
0.5715,1.0817,0.398846,1.48055,0.721132,-0.217828,-7.26116e-06
0.5716,1.08201,0.398537,1.48055,0.721338,-0.217718,-7.2575e-06
0.5717,1.08231,0.39823,1.48055,0.721543,-0.217607,-7.25382e-06
0.5718,1.08262,0.397926,1.48055,0.721746,-0.217497,-7.25013e-06
0.5719,1.08292,0.397623,1.48055,0.721948,-0.217386,-7.24643e-06
0.572,1.08322,0.397323,1.48055,0.722148,-0.217274,-7.24272e-06
0.5721,1.08352,0.397025,1.48055,0.722346,-0.217163,-7.239e-06
0.5722,1.08382,0.39673,1.48055,0.722544,-0.217051,-7.23528e-06
0.5723,1.08411,0.396436,1.48055,0.722739,-0.216939,-7.23154e-06
0.5724,1.0844,0.396145,1.48055,0.722933,-0.216826,-7.22779e-06
0.5725,1.08469,0.395857,1.48055,0.723126,-0.216714,-7.22403e-06
0.5726,1.08497,0.39557,1.48055,0.723317,-0.2166,-7.22026e-06
0.5727,1.08526,0.395286,1.48055,0.723506,-0.216487,-7.21647e-06
0.5728,1.08554,0.395002,1.48054,0.723695,-0.216373,-7.21268e-06
0.5729,1.08582,0.39472,1.48054,0.723883,-0.216259,-7.20887e-06
0.573,1.0861,0.394441,1.48054,0.724069,-0.216145,-7.20506e-06
0.5731,1.08638,0.394163,1.48054,0.724254,-0.21603,-7.20124e-06
0.5732,1.08666,0.393889,1.48054,0.724437,-0.215915,-7.1974e-06
0.5733,1.08693,0.393616,1.48054,0.724619,-0.215799,-7.19356e-06
0.5734,1.0872,0.393346,1.48054,0.724799,-0.215684,-7.1897e-06
0.5735,1.08747,0.393079,1.48054,0.724977,-0.215568,-7.18583e-06
0.5736,1.08773,0.392814,1.48054,0.725154,-0.215451,-7.18195e-06
0.5737,1.08799,0.392551,1.48054,0.725329,-0.215335,-7.17807e-06
0.5738,1.08825,0.392291,1.48054,0.725502,-0.215218,-7.17417e-06
0.5739,1.08851,0.392033,1.48054,0.725674,-0.2151,-7.17025e-06
0.574,1.08877,0.391778,1.48054,0.725844,-0.214983,-7.16633e-06
0.5741,1.08902,0.391525,1.48054,0.726013,-0.214865,-7.1624e-06
0.5742,1.08927,0.391275,1.48054,0.72618,-0.214746,-7.15845e-06
0.5743,1.08952,0.391027,1.48054,0.726345,-0.214628,-7.1545e-06
0.5744,1.08976,0.390782,1.48054,0.726508,-0.214509,-7.15053e-06
0.5745,1.09001,0.390539,1.48054,0.72667,-0.214389,-7.14655e-06
0.5746,1.09025,0.390299,1.48054,0.72683,-0.21427,-7.14257e-06
0.5747,1.09048,0.390061,1.48054,0.726989,-0.21415,-7.13856e-06
0.5748,1.09072,0.389826,1.48054,0.727146,-0.214029,-7.13455e-06
0.5749,1.09095,0.389593,1.48054,0.727301,-0.213909,-7.13053e-06
0.575,1.09118,0.389363,1.48054,0.727454,-0.213788,-7.12649e-06
0.5751,1.09141,0.389135,1.48054,0.727606,-0.213666,-7.12244e-06
0.5752,1.09163,0.38891,1.48054,0.727756,-0.213544,-7.11838e-06
0.5753,1.09186,0.388687,1.48054,0.727905,-0.213422,-7.11431e-06
0.5754,1.09208,0.388467,1.48054,0.728051,-0.2133,-7.11023e-06
0.5755,1.09229,0.38825,1.48054,0.728196,-0.213177,-7.10614e-06
0.5756,1.09251,0.388035,1.48054,0.72834,-0.213054,-7.10204e-06
0.5757,1.09272,0.387823,1.48054,0.728481,-0.212931,-7.09793e-06
0.5758,1.09293,0.387613,1.48054,0.728621,-0.212807,-7.09381e-06
0.5759,1.09314,0.387406,1.48054,0.728759,-0.212683,-7.08968e-06
0.576,1.09334,0.387201,1.48054,0.728895,-0.212559,-7.08555e-06
0.5761,1.09355,0.386999,1.48054,0.72903,-0.212436,-7.08143e-06
0.5762,1.09375,0.386799,1.48054,0.729164,-0.212312,-7.07729e-06
0.5763,1.09394,0.386602,1.48054,0.729295,-0.212187,-7.07314e-06
0.5764,1.09414,0.386408,1.48054,0.729425,-0.212063,-7.06899e-06
0.5765,1.09433,0.386215,1.48054,0.729553,-0.211938,-7.06483e-06
0.5766,1.09452,0.386026,1.48054,0.729679,-0.211813,-7.06066e-06
0.5767,1.09471,0.385839,1.48054,0.729804,-0.211687,-7.05647e-06
0.5768,1.09489,0.385654,1.48054,0.729927,-0.211561,-7.05228e-06
0.5769,1.09507,0.385473,1.48054,0.730048,-0.211435,-7.04807e-06
0.577,1.09525,0.385294,1.48054,0.730167,-0.211308,-7.04385e-06
0.5771,1.09543,0.385117,1.48054,0.730285,-0.211182,-7.03962e-06
0.5772,1.0956,0.384944,1.48054,0.730401,-0.211054,-7.03538e-06
0.5773,1.09577,0.384772,1.48054,0.730515,-0.210927,-7.03112e-06
0.5774,1.09594,0.384604,1.48054,0.730627,-0.210799,-7.02686e-06
0.5775,1.09611,0.384439,1.48054,0.730737,-0.21067,-7.02258e-06
0.5776,1.09627,0.384275,1.48054,0.730846,-0.210542,-7.01828e-06
0.5777,1.09643,0.384114,1.48054,0.730953,-0.210412,-7.01398e-06
0.5778,1.09659,0.383956,1.48054,0.731059,-0.210283,-7.00965e-06
0.5779,1.09674,0.383801,1.48054,0.731163,-0.210153,-7.00532e-06
0.578,1.0969,0.383648,1.48054,0.731264,-0.210022,-7.00097e-06
0.5781,1.09705,0.383498,1.48054,0.731364,-0.209891,-6.99662e-06
0.5782,1.09719,0.383351,1.48054,0.731462,-0.20976,-6.99224e-06
0.5783,1.09734,0.383206,1.48054,0.731559,-0.209629,-6.98786e-06
0.5784,1.09748,0.383064,1.48054,0.731653,-0.209497,-6.98346e-06
0.5785,1.09762,0.382924,1.48054,0.731747,-0.209364,-6.97904e-06
0.5786,1.09776,0.382788,1.48054,0.731838,-0.209231,-6.97461e-06
0.5787,1.09789,0.382653,1.48054,0.731927,-0.209098,-6.97016e-06
0.5788,1.09802,0.382522,1.48054,0.732015,-0.208964,-6.9657e-06
0.5789,1.09815,0.382394,1.48054,0.7321,-0.20883,-6.96123e-06
0.579,1.09828,0.382268,1.48054,0.732184,-0.208695,-6.95675e-06
0.5791,1.0984,0.382145,1.48054,0.732266,-0.208561,-6.95225e-06
0.5792,1.09852,0.382025,1.48054,0.732346,-0.208425,-6.94774e-06
0.5793,1.09864,0.381908,1.48054,0.732424,-0.20829,-6.94322e-06
0.5794,1.09875,0.381793,1.48054,0.732501,-0.208153,-6.93868e-06
0.5795,1.09886,0.381682,1.48054,0.732575,-0.208017,-6.93413e-06
0.5796,1.09897,0.381573,1.48054,0.732647,-0.20788,-6.92957e-06
